Sr No.,Player me,Team Code,Age,Player Height,Player_Weight,country,draft_year,draft_round,draft_number,pts,net_rating
326,Avery Johnson,SAS,32,180.34,81.64656,USA,,,,10.5,-8.6
327,Ashraf Amaya,WAS,25,203.2,104.32616,USA,,,,1.3,-8.6
328,Arvydas Sabonis,POR,32,220.98,132.448864,Lithuania,1986,1,24,13.4,8.1
329,Blue Edwards,VAN,31,193.04,103.418976,USA,1989,1,21,7.8,-11.1
330,Dean Garrett,MIN,30,210.82,113.398,USA,1988,2,38,8,1.2
331,Buck Williams,NYK,37,203.2,102.0582,USA,1981,1,3,6.3,6.9
332,Dell Curry,CHH,33,195.58,92.98636,USA,1986,1,15,14.8,1.6
333,Hakeem Olajuwon,HOU,34,213.36,115.66596,Nigeria,1984,1,1,23.2,6.5
334,Greg Ostertag,UTA,24,218.44,127.00576,USA,1995,1,28,7.3,15.9
335,Greg Minor,BOS,25,198.12,95.25432,USA,1994,1,25,9.6,-2.1
336,Greg Graham,SEA,26,193.04,82.553744,USA,1993,1,17,3.3,3.6
337,Greg Foster,UTA,28,210.82,113.398,USA,1990,2,35,3.5,-0.9
338,Greg Dreiling,DAL,33,215.9,120.20188,USA,1986,2,26,2,-8
339,Greg Anthony,VAN,29,185.42,81.64656,USA,1991,1,12,9.5,-9.4
340,Greg Anderson,SAS,33,208.28,113.398,USA,1987,1,23,3.9,-14.2
341,Grant Long,DET,31,205.74,112.490816,USA,1988,2,33,5,4
342,Grant Hill,DET,24,203.2,102.0582,USA,1994,1,3,21.4,6.9
343,Glenn Robinson,MIL,24,200.66,106.59412,USA,1994,1,1,21.1,-2.9
344,Harvey Grant,WAS,31,205.74,102.0582,USA,1988,1,12,4.1,1.7
345,Glen Rice,CHH,30,203.2,99.79024,USA,1989,1,4,26.8,3.2
346,Gerald Wilkins,ORL,33,198.12,102.0582,USA,1985,2,47,10.6,-5.8
347,George Zidek,DEN,23,213.36,119.748288,USA,1995,1,22,2.8,-14.1
348,George McCloud,LAL,30,203.2,102.0582,USA,1989,1,7,10.2,-2.7
349,George Lynch,VAN,26,203.2,103.418976,USA,1993,1,12,8.3,-8.2
350,Gaylon Nickerson,WAS,28,190.5,86.18248,USA,1994,2,34,3.8,8.9
351,Gary Trent,POR,22,203.2,113.398,USA,1995,1,11,10.8,2.5
352,Gary Payton,SEA,28,193.04,86.18248,USA,1990,1,2,21.8,10.3
353,Gary Grant,MIA,32,190.5,83.91452,USA,1988,1,15,3.9,3.2
354,Fred Roberts,DAL,36,208.28,98.883056,USA,1982,2,27,1.8,-13.1
355,Fred Hoiberg,IND,24,193.04,92.079176,USA,1995,2,52,4.8,4.9
356,Frankie King,PHI,25,185.42,83.91452,USA,1995,2,37,2.9,1.4
357,Gheorghe Muresan,WAS,26,231.14,137.438376,USA,1993,2,30,10.6,6.9
358,Frank Brickowski,BOS,37,205.74,108.86208,USA,1981,3,57,4.8,-22.4
359,Haywoode Workman,IND,31,187.96,81.64656,USA,1989,2,49,5.5,-7.3
360,Herb Williams,NYK,39,210.82,117.93392,USA,1981,1,14,1.9,-10.8
361,Jeff McInnis,DEN,22,193.04,86.18248,USA,1996,2,37,5,-17.8
362,Dee Brown,BOS,28,187.96,87.089664,USA,1990,1,19,7.6,-7.5
363,Jeff Grayer,SAC,31,195.58,95.25432,USA,1988,1,13,3.6,0.7
364,Jayson Williams,NJN,29,205.74,108.86208,USA,1990,1,21,13.4,-8.8
365,Jason Sasser,DAL,23,200.66,102.0582,USA,1996,2,41,2.4,-24.2
366,Jason Kidd,PHX,24,193.04,94.347136,USA,1994,1,2,10.9,2.4
367,Jason Caffey,CHI,24,203.2,116.119552,USA,1995,1,20,7.3,9
368,Jaren Jackson,WAS,29,198.12,95.25432,USA,,,,5,1.7
369,Jamie Watson,DAL,25,200.66,86.18248,USA,1994,2,47,3.4,-7.8
370,Jamie Feick,SAS,22,203.2,115.66596,USA,1996,2,48,3.7,-12.2
371,James Scott,MIA,25,198.12,81.64656,USA,,,,0.1,-14.7
372,Henry James,ATL,31,203.2,99.79024,USA,,,,6.7,1.2
373,James Robinson,MIN,26,187.96,81.64656,USA,1993,1,21,8.3,-2.7
374,Jalen Rose,IND,24,203.2,95.25432,USA,1994,1,13,7.3,1.3
375,Jack Haley,NJN,33,208.28,109.769264,USA,1987,4,79,2,5
376,Ivano Newbill,ATL,26,208.28,111.13004,USA,1994,,,1.4,2.5
377,Isaiah Rider,POR,26,195.58,97.52228,USA,1993,1,5,16.1,3.4
378,Ike Austin,MIA,27,208.28,122.46984,USA,1991,2,48,9.7,2.9
379,Hubert Davis,TOR,27,195.58,83.007336,USA,1992,1,20,5,-3.3
380,Howard Eisley,UTA,24,187.96,80.285784,USA,1994,2,30,4.5,2.5
381,Hot Rod Williams,PHX,34,210.82,111.13004,USA,1985,2,45,8,4.3
382,Horacio Llamas,PHX,23,210.82,129.27372,USA,,,,1.7,11.5
383,Horace Grant,ORL,31,208.28,111.13004,USA,1987,1,10,12.6,1.1
384,Hersey Hawkins,SEA,30,190.5,86.18248,USA,1988,1,6,13.9,10.3
385,Jamal Mashburn,MIA,24,203.2,113.398,USA,1993,1,4,11.9,1.4
386,Felton Spencer,GSW,29,213.36,127.00576,USA,1990,1,6,5.1,-1.2
387,Jeff Horcek,UTA,34,193.04,86.18248,USA,1986,2,46,14.5,14.4
388,Ervin Johnson,DEN,29,210.82,111.13004,USA,1993,1,23,7.1,-5.9
389,Donyell Marshall,GSW,24,205.74,104.32616,USA,1994,1,4,7.3,-8.6
390,Dontonio Wingfield,POR,23,203.2,116.119552,USA,1994,2,37,4.5,1.3
391,Donny Marshall,CLE,24,200.66,104.32616,USA,1995,2,39,3.1,-8.7
392,Donnie Boyce,ATL,23,195.58,88.904032,USA,1995,2,42,2.5,-10.3
393,Dold Whiteside,TOR,28,177.8,72.57472,USA,,,,2.2,-12.4
394,Dold Royal,CHH,31,203.2,98.883056,USA,1987,3,52,3.5,-4.6
395,Don Reid,DET,23,203.2,113.398,USA,1995,2,58,2.8,-1.5
396,Don MacLean,PHI,27,208.28,106.59412,USA,1992,1,19,10.9,-5.9
397,Dominique Wilkins,SAS,37,203.2,104.32616,USA,1982,1,3,18.2,-10.3
398,Dino Radja,BOS,30,210.82,102.0582,USA,1989,2,40,14,-3.3
399,Dikembe Mutombo,ATL,31,218.44,113.398,Congo,1991,1,4,13.3,8.1
400,Doug Christie,TOR,27,198.12,92.98636,USA,1992,1,17,14.5,-2.6
401,Dickey Simpkins,CHI,25,205.74,112.490816,USA,1994,1,21,1.9,-0.9
402,Devin Gray,SAS,25,200.66,108.86208,USA,1995,,,3,-42.1
403,Detlef Schrempf,SEA,34,208.28,106.59412,USA,1985,1,8,16.8,12.2
404,Derrick McKey,IND,30,205.74,92.98636,USA,1987,1,9,8,-0.2
405,Derrick Coleman,PHI,30,208.28,117.93392,USA,1990,1,1,18.1,-5.4
406,Derrick Alston,ATL,24,210.82,102.0582,USA,1994,2,33,0,-39.9
407,Derek Strong,ORL,29,205.74,108.86208,USA,1990,2,47,8.5,-0.7
408,Derek Harper,DAL,35,193.04,93.439952,USA,1983,1,11,10,-7.7
409,Derek Fisher,LAL,22,185.42,90.7184,USA,1996,1,24,3.9,5.1
410,Dennis Scott,ORL,28,203.2,106.59412,USA,1990,1,4,12.5,1.9
411,Dennis Rodman,CHI,36,198.12,99.79024,USA,1986,2,27,5.7,16.1
412,Evric Gray,NJN,27,200.66,106.59412,USA,,,,2.6,17.5
413,Dexter Boney,PHX,27,193.04,83.91452,USA,,,,2.4,-19.6
414,Doug Overton,PHI,27,190.5,86.18248,USA,1991,2,40,3.6,-1.3
415,Dell Demps,ORL,27,190.5,92.98636,USA,,,,1,-53.7
416,Duane Causwell,SAC,29,213.36,108.86208,USA,1990,1,18,2.6,-11.8
417,Doug West,MIN,30,198.12,99.79024,USA,1989,2,38,7.8,-3.1
418,Erick Strickland,DAL,23,190.5,95.25432,USA,,,,10.6,-6.4
419,Erick Dampier,IND,21,210.82,120.20188,USA,1996,1,10,5.1,-2
420,Eric Williams,BOS,24,203.2,99.79024,USA,1995,1,14,15,-6.8
421,Eric Snow,SEA,24,190.5,90.7184,USA,1995,2,43,3,-1.2
422,Eric Piatkowski,LAC,26,200.66,97.52228,USA,1994,1,15,6,2.4
423,Eric Murdock,DEN,29,185.42,86.18248,USA,1991,1,21,3.8,-1.4
424,Eric Mobley,VAN,27,210.82,106.59412,USA,1994,1,18,2.6,-15.4
425,Eric Leckner,VAN,31,210.82,120.20188,USA,1988,1,17,1.7,-3.9
426,Ennis Whatley,POR,34,190.5,80.285784,USA,1983,1,13,1.3,-57.4
427,Emanual Davis,HOU,28,195.58,87.996848,USA,,,,5,6.6
428,Eric Montross,NJN,25,213.36,122.46984,USA,1994,1,9,4.4,-6.6
429,Elmer Bennett,DEN,27,182.88,77.11064,USA,1992,2,38,2.4,-7.4
430,Duane Ferrell,IND,32,200.66,97.52228,USA,,,,6.4,2.3
431,Elmore Spencer,SEA,27,213.36,122.46984,USA,1992,1,25,0,-147.5
432,Earl Cureton,TOR,39,205.74,95.25432,USA,1979,3,58,0.8,-2.1
433,Ed O'Bannon,DAL,24,203.2,100.697424,USA,1995,1,9,3.7,-8.7
434,Ed Pinckney,MIA,34,205.74,108.86208,USA,1985,1,10,2.4,-11.2
435,Dwayne Schintzius,LAC,28,215.9,117.93392,USA,1990,1,24,2.3,12.3
436,Eddie Jones,LAL,25,198.12,86.18248,USA,1994,1,10,17.2,4.1
437,Elden Campbell,LAL,28,213.36,113.398,USA,1990,1,27,14.9,3.3
438,Eldridge Recasner,ATL,29,193.04,86.18248,USA,1992,,,5.7,-0.3
439,Elliot Perry,MIL,28,182.88,72.57472,USA,1991,2,37,6.9,-1.2
440,Eddie Johnson,HOU,38,200.66,97.52228,USA,1981,2,29,8.2,4.1
441,Ed Gray,ATL,22,190.5,95.25432,USA,1997,1,22,7.6,-8.3
442,Dontonio Wingfield,POR,24,203.2,116.119552,USA,1994,2,37,0.3,-35.3
443,Donyell Marshall,GSW,25,205.74,104.32616,USA,1994,1,4,15.4,-9.5
444,Doug Christie,TOR,28,198.12,92.98636,USA,1992,1,17,16.5,-7.6
445,Doug Overton,PHI,28,190.5,86.18248,USA,1991,2,40,2.7,-8.7
446,Doug West,MIN,31,198.12,90.7184,USA,1989,2,38,4.1,-2.3
447,Drew Barry,ATL,25,195.58,86.636072,USA,1996,2,57,2.1,16
448,Duane Causwell,MIA,30,213.36,108.86208,USA,1990,1,18,2.4,-6.1
449,Duane Ferrell,GSW,33,200.66,97.52228,USA,,,,1.9,-17.8
450,Ed Stokes,TOR,26,213.36,119.748288,USA,1993,2,35,0.8,-47.4
451,Eric Washington,DEN,24,193.04,86.18248,USA,1997,2,46,7.7,-18.1
452,Eddie Jones,LAL,26,198.12,90.7184,USA,1994,1,10,16.8,10.3
453,Elden Campbell,LAL,29,213.36,115.66596,USA,1990,1,27,10.1,1.7
454,Eldridge Recasner,ATL,30,193.04,86.18248,USA,1992,,,9.3,-1.9
455,Elliot Perry,MIL,29,182.88,68.945984,USA,1991,2,37,7.3,-6.4
456,Emanual Davis,HOU,29,195.58,88.45044,USA,,,,4.1,-2
457,Eric Montross,DET,26,213.36,122.46984,USA,1994,1,9,2.9,-12.3
458,Eric Murdock,MIA,30,185.42,90.7184,USA,1991,1,21,6.2,2
459,Eric Piatkowski,LAC,27,200.66,97.52228,USA,1994,1,15,11.3,-8.3
460,Eric Riley,DAL,28,213.36,111.13004,USA,1993,2,33,3.6,-6.3
461,Eric Snow,PHI,25,190.5,92.532768,USA,1995,2,43,3.3,-0.3
462,Dontae' Jones,BOS,23,203.2,99.79024,USA,1996,1,21,2.9,-7.1
463,Eric Williams,DEN,25,203.2,99.79024,USA,1995,1,14,19.8,-7.6
464,Eddie Johnson,HOU,39,200.66,97.52228,USA,1981,2,29,8.4,-3.9
465,Dold Whiteside,ATL,29,177.8,72.57472,USA,,,,0.7,-52.7
466,Derek Fisher,LAL,23,,90.7184,USA,1996,1,24,5.8,9.1
467,Don Reid,DET,24,203.2,113.398,USA,1995,2,58,3.5,0.9
468,Darrick Martin,LAC,27,180.34,77.11064,USA,,,,10.3,-5.8
469,Erick Dampier,GSW,22,210.82,120.20188,USA,1996,1,10,11.8,-10.1
470,Darvin Ham,WAS,24,200.66,104.32616,USA,,,,2,7.1
471,David Benoit,ORL,30,203.2,99.79024,USA,,,,5.5,-0.6
472,David Robinson,SAS,32,215.9,113.398,USA,1987,1,1,21.6,7.7
473,David Vaughn,NJN,25,205.74,108.86208,USA,1995,1,25,4.1,-11.4
474,David Wesley,CHH,27,185.42,91.625584,USA,,,,13,2.3
475,David Wingate,SEA,34,195.58,83.91452,USA,1986,2,44,2.6,-0.7
476,DeJuan Wheat,MIN,24,182.88,74.84268,USA,1997,2,51,1.7,-1.6
477,Dean Garrett,DEN,31,210.82,113.398,USA,1988,2,38,7.3,-15.4
478,Dee Brown,TOR,29,187.96,83.91452,USA,1990,1,19,9.1,-7
479,Dold Royal,CHH,32,203.2,98.883056,USA,1987,3,52,2.5,7.7
480,Dell Curry,CHH,34,195.58,92.98636,USA,1986,1,15,9.4,-1.1
481,Dennis Scott,PHX,29,203.2,103.872568,USA,1990,1,4,11,-4.7
482,Derek Anderson,CLE,23,195.58,88.45044,USA,1997,1,13,11.7,3.9
483,Derek Grimm,SAC,23,205.74,104.32616,USA,,,,1.6,-18.2
484,Derek Harper,ORL,36,193.04,93.439952,USA,1983,1,11,8.6,-0.4
485,Derek Strong,ORL,30,205.74,108.86208,USA,1990,2,47,12.7,1
486,Derrick Coleman,PHI,31,208.28,117.93392,USA,1990,1,1,17.6,-2.8
487,Derrick McKey,IND,31,208.28,102.0582,USA,1987,1,9,6.3,2.2
488,Detlef Schrempf,SEA,35,208.28,106.59412,USA,1985,1,8,15.7,10.7
489,Dickey Simpkins,CHI,26,205.74,119.748288,USA,1994,1,21,3.3,4.8
490,Dikembe Mutombo,ATL,32,218.44,118.387512,Congo,1991,1,4,13.4,8
491,Don MacLean,NJN,28,208.28,106.59412,USA,1992,1,19,0.3,-18
492,Dennis Rodman,CHI,37,198.12,99.79024,USA,1986,2,27,4.7,6.7
493,Erick Strickland,DAL,24,190.5,95.25432,USA,,,,7.6,-7.4
494,Harvey Grant,WAS,32,205.74,102.0582,USA,1988,1,12,2.6,-3
495,Etdrick Bohannon,IND,25,205.74,99.79024,USA,,,,0,-20.6
496,Hot Rod Williams,PHX,35,210.82,111.13004,USA,1985,2,45,3.6,8.7
497,Howard Eisley,UTA,25,187.96,81.64656,USA,1994,2,30,7.7,0.9
498,Hubert Davis,DAL,28,195.58,83.007336,USA,1992,1,20,11.1,-6.9
499,Ike Austin,LAC,28,208.28,122.46984,USA,1991,2,48,13.5,-2.5
500,Isaiah Rider,POR,27,195.58,97.52228,USA,1993,1,5,19.7,1.7
501,Ivano Newbill,VAN,27,208.28,111.13004,USA,1994,,,2.1,-9.5
502,J.R. Reid,CHH,30,208.28,112.037224,USA,1989,1,5,4.9,1.2
503,Jack Haley,NJN,34,208.28,108.86208,USA,1987,4,79,1.4,-6.8
504,Jacque Vaughn,UTA,23,185.42,86.18248,USA,1997,1,27,3.1,2.9
505,Jalen Rose,IND,25,203.2,95.25432,USA,1994,1,13,9.4,1.9
506,Jamal Mashburn,MIA,25,203.2,113.398,USA,1993,1,4,15.1,4.4
507,James Collins,LAC,24,193.04,88.904032,USA,1997,2,36,2.6,-13
508,James Cotton,SEA,22,195.58,99.79024,USA,1997,2,32,2.7,-36.2
509,James Robinson,LAC,27,187.96,81.64656,USA,1993,1,21,7.7,-11.6
510,Jamie Feick,MIL,23,203.2,115.66596,USA,1996,2,48,2.3,0.3
511,Jaren Jackson,SAS,30,198.12,97.52228,USA,,,,8.8,9
512,Jason Caffey,GSW,25,203.2,116.119552,USA,1995,1,20,7.3,-3.4
513,Jason Kidd,PHX,25,193.04,96.161504,USA,1994,1,2,11.6,5.1
514,Jason Lawson,ORL,23,210.82,108.86208,USA,1997,2,41,1.5,7.4
515,Jayson Williams,NJN,30,208.28,111.13004,USA,1990,1,21,12.9,3.3
516,Jeff Grayer,GSW,32,195.58,95.25432,USA,1988,1,13,2,-7.3
517,Jeff Horcek,UTA,35,193.04,86.18248,USA,1986,2,46,14.2,9.4
518,Darrell Armstrong,ORL,30,185.42,81.64656,USA,,,,9.2,-2.7
519,Horacio Llamas,PHX,24,210.82,129.27372,USA,,,,3,20.3
520,Horace Grant,ORL,32,208.28,111.13004,USA,1987,1,10,12.1,-1.5
521,Hersey Hawkins,SEA,31,190.5,90.7184,USA,1988,1,6,10.5,10
522,Herb Williams,NYK,40,208.28,109.769264,USA,1981,1,14,1.4,-8
523,Felton Spencer,GSW,30,213.36,120.20188,USA,1990,1,6,2.4,-11.3
524,Fred Hoiberg,IND,25,193.04,92.079176,USA,1995,2,52,4,1.5
525,Gary Grant,POR,33,190.5,83.91452,USA,1988,1,15,4.8,0
526,Gary Payton,SEA,29,193.04,81.64656,USA,1990,1,2,19.2,10.4
527,Jeff Nordgaard,MIL,25,200.66,102.0582,USA,1996,2,53,1.4,4.4
528,George Lynch,VAN,27,203.2,103.418976,USA,1993,1,12,7.5,-3.3
529,George McCloud,PHX,31,203.2,102.0582,USA,1989,1,7,7.2,3.5
530,George Zidek,SEA,24,213.36,113.398,USA,1995,1,22,2.4,-12.3
531,Gerald Madkins,GSW,29,193.04,90.7184,USA,,,,1.9,-2.8
532,Gerald Wilkins,ORL,34,198.12,102.0582,USA,1985,2,47,5.3,-7.6
533,Glen Rice,CHH,31,203.2,99.79024,USA,1989,1,4,22.3,2
534,Ervin Johnson,MIL,30,210.82,111.13004,USA,1993,1,23,8,-1.3
535,Glenn Robinson,MIL,25,200.66,104.32616,USA,1994,1,1,23.4,0.9
536,Grant Hill,DET,25,203.2,102.0582,USA,1994,1,3,21.1,3.2
537,Grant Long,DET,32,205.74,112.490816,USA,1988,2,33,3.5,1.4
538,Greg Anderson,ATL,34,208.28,113.398,USA,1987,1,23,1.8,-6.9
539,Greg Anthony,SEA,30,185.42,81.64656,USA,1991,1,12,5.2,0.4
540,Greg Foster,UTA,29,210.82,113.398,USA,1990,2,35,5.7,3
541,Greg Graham,CLE,27,193.04,78.925008,USA,1993,1,17,2.7,-16.7
542,Greg Minor,BOS,26,198.12,104.32616,USA,1994,1,25,5,-0.2
543,Greg Ostertag,UTA,25,218.44,127.00576,USA,1995,1,28,4.7,7
544,Hakeem Olajuwon,HOU,35,213.36,115.66596,Nigeria,1984,1,1,16.4,1.8
545,Harold Ellis,DEN,27,195.58,99.79024,USA,,,,6.1,-9.4
546,Henry James,CLE,32,203.2,99.79024,USA,,,,2.9,-0.5
547,God Shammgod,WAS,22,182.88,76.657048,USA,1997,2,45,3.1,-5.9
548,Danny Manning,PHX,32,208.28,106.140528,USA,1988,1,1,13.5,8
549,A.C. Green,DAL,34,205.74,102.0582,USA,1985,1,23,7.3,-7.2
550,Da Barros,BOS,31,180.34,73.935496,USA,1989,1,16,9.8,-2.2
551,Armen Gilliam,MIL,34,205.74,117.93392,USA,1987,1,2,11.2,-3.2
552,Arvydas Sabonis,POR,33,220.98,132.448864,Lithuania,1986,1,24,16,4.6
553,Austin Croshere,IND,23,205.74,106.59412,USA,1997,1,12,2.9,-3.1
554,Avery Johnson,SAS,33,180.34,81.64656,USA,,,,10.2,5.6
555,B.J. Armstrong,CHH,30,187.96,83.91452,USA,1989,1,18,4,-1.8
556,Ben Davis,NYK,25,205.74,108.86208,USA,1996,2,43,0.6,-29.9
557,Ben Wallace,WAS,23,205.74,108.86208,USA,,,,3.1,8.7
558,Benoit Benjamin,PHI,33,213.36,120.20188,USA,1985,1,3,4.5,2.5
559,Bill Curley,MIN,26,205.74,111.13004,USA,1994,1,22,3.1,6.6
560,Bill Wennington,CHI,35,213.36,125.644984,USA,1985,1,16,3.5,3.7
561,Billy Owens,SAC,29,205.74,102.0582,USA,1991,1,3,10.5,-5.2
562,Bimbo Coles,GSW,30,187.96,82.553744,USA,1990,2,40,8,-12.2
563,Bison Dele,DET,29,210.82,117.93392,USA,1991,1,10,16.2,0.4
564,Blue Edwards,VAN,32,193.04,103.872568,USA,1989,1,21,10.8,-5
565,Bo Outlaw,ORL,27,203.2,95.25432,USA,,,,9.5,-0.4
566,Bob McCann,TOR,34,198.12,110.676448,USA,1987,2,32,0,-27.5
567,Bob Sura,CLE,25,195.58,90.7184,USA,1995,1,17,5.8,-0.3
568,Bobby Hurley,VAN,27,182.88,74.84268,USA,1993,1,7,4.1,-8
569,Bobby Jackson,DEN,25,185.42,83.91452,USA,1997,1,23,11.6,-12.5
570,Bobby Phills,CHH,28,195.58,102.511792,USA,1991,2,45,10.4,3.6
571,Brad Lohaus,SAS,33,210.82,104.32616,USA,1987,2,45,2.1,-17
572,Brandon Williams,GSW,23,198.12,97.52228,USA,,,,4.1,-2.4
573,Brent Barry,MIA,26,198.12,88.45044,USA,1995,1,15,10.9,-6.5
574,Antonio McDyess,PHX,23,205.74,99.79024,USA,1995,1,2,15.1,4.1
575,Antonio Lang,MIA,26,203.2,92.98636,USA,1994,2,29,2,-12.6
576,Antonio Davis,IND,29,205.74,104.32616,USA,1990,2,45,9.6,5.8
577,Antonio Daniels,VAN,23,193.04,88.45044,USA,1997,1,4,7.8,-12.8
578,Jerald Honeycutt,MIL,23,205.74,115.212368,USA,1997,2,38,6.4,2.1
579,Aaron McKie,PHI,25,195.58,94.800728,USA,1994,1,17,4.1,1.6
580,Aaron Williams,SEA,26,205.74,102.0582,USA,,,,4.6,5.5
581,Adam Keefe,UTA,28,205.74,104.32616,USA,1992,1,10,7.8,9.7
582,Adol Foyle,GSW,23,208.28,113.398,St. Vincent & Gredines,1997,1,8,3,-11.8
583,Adrian Caldwell,DAL,31,203.2,120.20188,USA,,,,0,18.5
584,Alan Henderson,ATL,25,205.74,106.59412,USA,1995,1,16,14.3,3.4
585,Allan Houston,NYK,27,198.12,90.7184,USA,1993,1,11,18.4,2.8
586,Allen Iverson,PHI,23,182.88,74.84268,USA,1996,1,1,22,-2.8
587,Alonzo Mourning,MIA,28,208.28,118.387512,USA,1992,1,2,19.3,12
588,Alton Lister,POR,39,213.36,111.13004,USA,1981,1,21,0.9,-8.6
589,Brent Price,HOU,29,185.42,83.91452,USA,1992,2,32,5.6,-0.2
590,Alvin Williams,TOR,23,195.58,83.91452,USA,1997,2,47,6,1.1
591,Andrew Lang,MIL,32,210.82,122.46984,USA,1988,2,28,2.7,-12
592,Anfernee Hardaway,ORL,26,200.66,97.52228,USA,1993,1,3,16.4,-5.3
593,Anthony Bowie,NYK,34,198.12,90.7184,USA,1986,3,66,2.8,-2.2
594,Anthony Goldwire,DEN,26,187.96,82.553744,USA,1994,2,52,9.2,-13
595,Anthony Johnson,SAC,23,190.5,86.18248,USA,1997,2,39,7.5,-7.7
596,Anthony Mason,CHH,31,203.2,113.398,USA,1988,3,53,12.8,2.5
597,Anthony Miller,ATL,26,205.74,115.66596,USA,1994,2,39,2.1,-2.8
598,Anthony Parker,PHI,23,198.12,97.52228,USA,1997,1,21,1.9,-5
599,Anthony Peeler,MIN,28,193.04,94.347136,USA,1992,1,15,12.3,1
600,Antoine Carr,UTA,36,205.74,122.46984,USA,1983,1,8,5.7,4.5
601,Antoine Walker,BOS,21,205.74,111.13004,USA,1996,1,6,22.4,-4.9
602,Andrew DeClercq,BOS,25,208.28,104.32616,USA,1995,2,34,5.4,-3.4
603,Brevin Knight,CLE,22,177.8,78.471416,USA,1997,1,16,9,6.4
604,Brian Evans,NJN,24,203.2,99.79024,USA,1996,1,27,4.5,-4
605,Brian Grant,POR,26,205.74,115.212368,USA,1994,1,8,12.1,2.7
606,Chris Garner,TOR,23,177.8,70.760352,USA,,,,1.4,-15.1
607,Chris Gatling,NJN,30,208.28,104.32616,USA,1991,1,16,11.5,-0.7
608,Chris Mills,NYK,28,200.66,97.975872,USA,1993,1,22,9.7,5.3
609,Chris Morris,UTA,32,203.2,103.418976,USA,1988,1,4,4.3,0.8
610,Chris Mullin,IND,34,200.66,97.52228,USA,1985,1,7,11.3,10.6
611,Chris Robinson,SAC,24,195.58,90.7184,USA,1996,2,51,4.6,-8.9
612,Chris Webber,WAS,25,208.28,111.13004,USA,1993,1,1,21.9,0.9
613,Chris Whitney,WAS,26,182.88,77.11064,USA,1993,2,47,5.1,0.9
614,Christian Laettner,ATL,28,210.82,111.13004,USA,1992,1,3,13.8,4
615,Chuck Person,SAS,34,203.2,106.59412,USA,1986,1,4,6.7,5.6
616,Chucky Brown,ATL,30,203.2,97.52228,USA,1989,2,43,5,2.8
617,Chris Dudley,NYK,33,210.82,108.86208,USA,1987,4,75,3.1,8.2
618,Clar. Weatherspoon,GSW,27,200.66,108.86208,USA,1992,1,9,9.3,-4
619,Clifford Rozier,MIN,25,210.82,111.13004,USA,1994,1,16,1,-21.5
620,Clyde Drexler,HOU,36,200.66,100.697424,USA,1983,1,14,18.4,1.1
621,Corey Beck,CHH,27,190.5,90.7184,USA,,,,3.2,2.4
622,Corie Blount,LAL,29,208.28,109.769264,USA,1993,1,25,3.6,5.1
623,Corliss Williamson,SAC,24,200.66,111.13004,USA,1995,1,13,17.7,-4.6
624,Cory Alexander,DEN,25,185.42,86.18248,USA,1995,1,29,8.1,-6.3
625,Dale Davis,IND,29,210.82,104.32616,USA,1991,1,13,8,10.1
626,Dale Ellis,SEA,37,200.66,97.52228,USA,1983,1,9,11.8,8.4
627,Damon Stoudamire,POR,24,177.8,77.564232,USA,1995,1,7,17.2,-4.6
628,Dan Majerle,MIA,32,198.12,99.79024,USA,1988,1,14,7.2,8.3
629,Dan Schayes,ORL,39,210.82,117.93392,USA,1981,1,13,5.5,-0.6
630,Clifford Robinson,PHX,31,208.28,102.0582,USA,1989,2,36,14.2,5.2
631,Danny Fortson,DEN,22,200.66,117.93392,USA,1997,1,10,10.2,-13.2
632,Chris Crawford,ATL,23,205.74,106.59412,USA,1997,2,50,3.8,-7.1
633,Chris Carr,MIN,24,198.12,99.79024,USA,1995,2,56,9.9,-0.7
634,Brian Oliver,ATL,30,193.04,95.25432,USA,1990,2,32,3,-1.8
635,Brian Shaw,PHI,32,198.12,90.7184,USA,1988,1,24,6.3,-8.2
636,Brooks Thompson,NYK,27,193.04,87.543256,USA,1994,1,27,2,-8.3
637,Bruce Bowen,BOS,27,200.66,90.7184,USA,,,,5.6,0.4
638,Bryant Reeves,VAN,25,213.36,124.7378,USA,1995,1,6,16.3,-8
639,Bryant Stith,DEN,27,195.58,94.347136,USA,1992,1,13,7.6,-14.5
640,Bryon Russell,UTA,27,200.66,102.0582,USA,1993,2,45,9,5.6
641,Bubba Wells,DAL,23,195.58,104.32616,USA,1997,2,34,3.3,-14
642,Buck Williams,NYK,38,203.2,102.0582,USA,1981,1,3,4.9,2.7
643,Calbert Cheaney,WAS,26,200.66,97.52228,USA,1993,1,6,12.8,0.2
644,Carl Herrera,SAS,31,205.74,102.0582,USA,1990,2,30,2.9,-5.3
645,Chris Childs,NYK,30,190.5,88.45044,USA,,,,6.3,-0.1
646,Carl Thomas,CLE,28,193.04,88.45044,USA,,,,3.4,-5.1
647,Cedric Ceballos,DAL,28,200.66,99.79024,USA,1990,2,48,11.4,0.6
648,Cedric Henderson,CLE,23,200.66,97.52228,USA,1997,2,44,10.1,3.1
649,Charles Barkley,HOU,35,198.12,114.305184,USA,1984,1,5,15.2,2.4
650,Charles Jones,HOU,41,205.74,97.52228,USA,1979,8,165,0.6,-6.2
651,Charles O'Bannon,DET,23,195.58,94.800728,USA,1997,2,31,2.1,4
652,Charles Oakley,NYK,34,205.74,111.13004,USA,1985,1,9,9,2.7
